"v1013","mes_nome","sexo","raca","faixa_etaria","escolaridade","faixa_renda","n_amostra","populacao_estimada"
"11","Novembro","Masculino","Branca","60+","Fundamental completo","Acima 4 SM","50","21681.0"
"11","Novembro","Masculino","Branca","40-49","Superior incompleto","Ate 1 SM","39","20868.0"
"9","Setembro","Masculino","Branca","60+","Medio completo","2 a 4 SM","234","128626.0"
"9","Setembro","Masculino","Branca","30-39","Superior completo","Sem informacao","264","194741.0"
"9","Setembro","Feminino","Branca","0-17","Sem instrucao","Sem informacao","5706","3940324.0"
"9","Setembro","Feminino","Branca","60+","Fundamental completo","Sem informacao","2162","1104003.0"
"9","Setembro","Masculino","Parda","30-39","Medio completo","1 a 2 SM","1903","1266168.0"
"9","Setembro","Feminino","Parda","18-29","Medio completo","Sem informacao","5098","2827640.0"
"9","Setembro","Masculino","Branca","18-29","Superior incompleto","Ate 1 SM","391","250839.0"
"9","Setembro","Feminino","Branca","40-49","Medio completo","1 a 2 SM","981","603620.0"
"9","Setembro","Feminino","Branca","40-49","Medio completo","2 a 4 SM","339","194476.0"
"9","Setembro","Feminino","Parda","50-59","Superior completo","2 a 4 SM","279","119324.0"
"9","Setembro","Feminino","Branca","50-59","Fundamental incompleto","Ate 1 SM","639","275817.0"
"9","Setembro","Feminino","Branca","50-59","Pos-graduacao","2 a 4 SM","193","97612.0"
"9","Setembro","Masculino","Preta","50-59","Fundamental incompleto","1 a 2 SM","234","118741.0"
"9","Setembro","Masculino","Branca","40-49","Medio incompleto","2 a 4 SM","138","94790.0"
"9","Setembro","Masculino","Parda","30-39","Superior completo","1 a 2 SM","305","188559.0"
"9","Setembro","Masculino","Preta","18-29","Superior completo","Sem informacao","52","39062.0"
"9","Setembro","Feminino","Parda","50-59","Superior completo","1 a 2 SM","246","101623.0"
"9","Setembro","Feminino","Amarela","30-39","Superior completo","Sem informacao","13","10316.0"
"9","Setembro","Masculino","Parda","40-49","Superior incompleto","2 a 4 SM","134","64907.0"
"9","Setembro","Masculino","Parda","60+","Medio completo","1 a 2 SM","206","92530.0"
"9","Setembro","Masculino","Parda","60+","Fundamental completo","1 a 2 SM","122","60941.0"
"9","Setembro","Feminino","Parda","30-39","Fundamental incompleto","Ate 1 SM","549","282182.0"
"9","Setembro","Feminino","Amarela","60+","Fundamental incompleto","Sem informacao","78","42355.0"
"9","Setembro","Masculino","Parda","18-29","Medio completo","Acima 4 SM","39","30643.0"
"9","Setembro","Feminino","Indigena","60+","Sem instrucao","Sem informacao","33","12528.0"
"9","Setembro","Masculino","Preta","40-49","Superior completo","Acima 4 SM","68","47835.0"
"9","Setembro","Feminino","Preta","50-59","Medio incompleto","1 a 2 SM","16","7504.0"
"9","Setembro","Feminino","Branca","60+","Medio completo","2 a 4 SM","89","37374.0"
"9","Setembro","Feminino","Branca","40-49","Superior incompleto","2 a 4 SM","104","61024.0"
"9","Setembro","Feminino","Parda","0-17","Medio completo","Sem informacao","147","74424.0"
"9","Setembro","Feminino","Parda","40-49","Medio incompleto","2 a 4 SM","24","15113.0"
"9","Setembro","Feminino","Preta","18-29","Medio incompleto","1 a 2 SM","27","13611.0"
"9","Setembro","Masculino","Parda","0-17","Fundamental incompleto","Ate 1 SM","133","61650.0"
"10","Outubro","Masculino","Parda","50-59","Fundamental incompleto","Sem informacao","1905","780975.0"
"10","Outubro","Masculino","Branca","18-29","Superior incompleto","Sem informacao","1295","876329.0"
"10","Outubro","Feminino","Parda","40-49","Pos-graduacao","2 a 4 SM","199","89713.0"
"10","Outubro","Feminino","Preta","18-29","Superior incompleto","1 a 2 SM","85","70809.0"
"10","Outubro","Masculino","Parda","60+","Medio completo","Ate 1 SM","133","65422.0"
"10","Outubro","Masculino","Parda","50-59","Sem instrucao","Sem informacao","544","196060.0"
"10","Outubro","Feminino","Parda","40-49","Superior completo","1 a 2 SM","456","216530.0"
"10","Outubro","Feminino","Branca","30-39","Superior completo","Sem informacao","683","434870.0"
"10","Outubro","Masculino","Parda","40-49","Fundamental completo","Sem informacao","309","157516.0"
"10","Outubro","Masculino","Branca","60+","Medio completo","Sem informacao","1697","849009.0"
"10","Outubro","Masculino","Preta","50-59","Fundamental incompleto","1 a 2 SM","235","117282.0"
"10","Outubro","Masculino","Parda","30-39","Sem instrucao","Ate 1 SM","61","32543.0"
"10","Outubro","Masculino","Preta","30-39","Superior incompleto","Ate 1 SM","27","12377.0"
"10","Outubro","Feminino","Parda","18-29","Fundamental incompleto","1 a 2 SM","46","22974.0"
"10","Outubro","Feminino","Parda","30-39","Superior completo","Acima 4 SM","209","126123.0"
"10","Outubro","Masculino","Preta","18-29","Medio incompleto","1 a 2 SM","97","66845.0"
"10","Outubro","Masculino","Preta","50-59","Medio completo","2 a 4 SM","94","61722.0"
"10","Outubro","Feminino","Branca","18-29","Sem instrucao","Sem informacao","54","30748.0"
"10","Outubro","Feminino","Parda","30-39","Pos-graduacao","1 a 2 SM","97","50852.0"
"10","Outubro","Masculino","Branca","60+","Sem instrucao","1 a 2 SM","33","16005.0"
"10","Outubro","Masculino","Preta","40-49","Medio incompleto","Ate 1 SM","39","20345.0"
"10","Outubro","Feminino","Branca","18-29","Pos-graduacao","Sem informacao","68","42569.0"
"10","Outubro","Masculino","Preta","40-49","Sem instrucao","Ate 1 SM","43","18334.0"
"10","Outubro","Feminino","Parda","18-29","Fundamental incompleto","2 a 4 SM","1","485.0"
"9","Setembro","Masculino","Branca","50-59","Sem instrucao","1 a 2 SM","36","17437.0"
"9","Setembro","Feminino","Parda","50-59","Superior incompleto","1 a 2 SM","48","22028.0"
"10","Outubro","Feminino","Branca","40-49","Medio completo","Sem informacao","1517","866947.0"
"10","Outubro","Feminino","Parda","0-17","Sem instrucao","Sem informacao","6012","3602794.0"
"10","Outubro","Masculino","Branca","30-39","Medio completo","Ate 1 SM","521","300271.0"
"10","Outubro","Feminino","Branca","40-49","Pos-graduacao","Acima 4 SM","447","274859.0"
"10","Outubro","Feminino","Parda","50-59","Superior completo","Sem informacao","386","162329.0"
"10","Outubro","Feminino","Preta","60+","Fundamental completo","Sem informacao","278","158387.0"
"10","Outubro","Masculino","Preta","0-17","Fundamental completo","Sem informacao","76","51906.0"
"9","Setembro","Masculino","Branca","40-49","Fundamental incompleto","Ate 1 SM","724","302226.0"
"9","Setembro","Masculino","Branca","18-29","Medio incompleto","2 a 4 SM","67","46045.0"
"9","Setembro","Masculino","Parda","30-39","Fundamental incompleto","2 a 4 SM","149","76558.0"
"9","Setembro","Masculino","Parda","40-49","Medio completo","Ate 1 SM","665","332857.0"
"9","Setembro","Masculino","Parda","40-49","Superior incompleto","1 a 2 SM","112","54806.0"
"9","Setembro","Masculino","Preta","18-29","Medio incompleto","2 a 4 SM","11","11163.0"
"9","Setembro","Masculino","Parda","50-59","Fundamental incompleto","Acima 4 SM","42","21503.0"
"9","Setembro","Feminino","Parda","0-17","Medio incompleto","Ate 1 SM","147","91394.0"
"9","Setembro","Feminino","Parda","60+","Fundamental incompleto","2 a 4 SM","20","8064.0"
"9","Setembro","Masculino","Branca","30-39","Pos-graduacao","Ate 1 SM","28","16856.0"
"9","Setembro","Feminino","Amarela","50-59","Superior completo","1 a 2 SM","8","4510.0"
"9","Setembro","Feminino","Preta","60+","Fundamental completo","Sem informacao","277","156674.0"
"11","Novembro","Feminino","Branca","40-49","Medio completo","Sem informacao","1543","871538.0"
"11","Novembro","Masculino","Preta","30-39","Medio completo","1 a 2 SM","402","308837.0"
"11","Novembro","Feminino","Preta","40-49","Superior completo","Acima 4 SM","41","23899.0"
"11","Novembro","Feminino","Branca","60+","Fundamental completo","Sem informacao","2174","1109663.0"
"11","Novembro","Masculino","Branca","60+","Medio completo","Sem informacao","1680","825190.0"
"11","Novembro","Masculino","Branca","18-29","Superior incompleto","Ate 1 SM","390","263021.0"
"11","Novembro","Masculino","Branca","60+","Sem instrucao","Sem informacao","1049","402665.0"
"11","Novembro","Feminino","Preta","60+","Medio completo","Sem informacao","338","167869.0"
"11","Novembro","Feminino","Branca","18-29","Superior completo","Ate 1 SM","252","169615.0"
"11","Novembro","Feminino","Parda","18-29","Medio completo","1 a 2 SM","928","691238.0"
"11","Novembro","Masculino","Parda","18-29","Fundamental completo","Sem informacao","344","193404.0"
"11","Novembro","Masculino","Branca","30-39","Superior completo","2 a 4 SM","718","555057.0"
"11","Novembro","Feminino","Branca","30-39","Medio completo","2 a 4 SM","248","183500.0"
"11","Novembro","Masculino","Branca","60+","Superior incompleto","2 a 4 SM","46","23709.0"
"11","Novembro","Masculino","Branca","30-39","Fundamental incompleto","1 a 2 SM","437","231887.0"
"11","Novembro","Masculino","Branca","50-59","Superior incompleto","2 a 4 SM","97","49001.0"
"11","Novembro","Feminino","Preta","60+","Superior completo","Acima 4 SM","10","7046.0"
"11","Novembro","Masculino","Branca","30-39","Fundamental incompleto","Ate 1 SM","398","190025.0"
"11","Novembro","Masculino","Parda","50-59","Fundamental completo","Ate 1 SM","233","106898.0"
"11","Novembro","Masculino","Parda","50-59","Medio completo","Acima 4 SM","153","80499.0"
"9","Setembro","Feminino","Preta","40-49","Sem instrucao","Ate 1 SM","8","2987.0"
"9","Setembro","Masculino","Amarela","50-59","Sem instrucao","Ate 1 SM","2","1207.0"
"10","Outubro","Masculino","Amarela","40-49","Superior incompleto","Sem informacao","2","3461.0"
"9","Setembro","Feminino","Amarela","50-59","Pos-graduacao","2 a 4 SM","3","1322.0"
"9","Setembro","Masculino","Amarela","60+","Fundamental incompleto","Ate 1 SM","4","1462.0"
"9","Setembro","Feminino","Amarela","40-49","Medio completo","2 a 4 SM","3","1085.0"
"10","Outubro","Masculino","Parda","18-29","Pos-graduacao","Acima 4 SM","8","3675.0"
"11","Novembro","Masculino","Amarela","40-49","Fundamental incompleto","2 a 4 SM","4","1565.0"
"11","Novembro","Feminino","Amarela","30-39","Sem instrucao","Sem informacao","1","1605.0"
"11","Novembro","Masculino","Branca","0-17","Medio completo","2 a 4 SM","2","1076.0"
"11","Novembro","Masculino","Branca","0-17","Medio completo","1 a 2 SM","3","1431.0"
"11","Novembro","Masculino","Branca","0-17","Superior incompleto","Ate 1 SM","3","1458.0"
"10","Outubro","Masculino","Indigena","18-29","Medio completo","Sem informacao","19","6017.0"
"11","Novembro","Masculino","Amarela","60+","Sem instrucao","Ate 1 SM","2","706.0"
"10","Outubro","Masculino","Amarela","60+","Sem instrucao","1 a 2 SM","2","578.0"
"10","Outubro","Masculino","Parda","18-29","Fundamental completo","Acima 4 SM","1","419.0"
"11","Novembro","Feminino","Branca","0-17","Superior incompleto","1 a 2 SM","1","333.0"
"11","Novembro","Feminino","Parda","0-17","Superior incompleto","1 a 2 SM","1","448.0"
"11","Novembro","Feminino","Amarela","30-39","Pos-graduacao","Sem informacao","3","1537.0"
"10","Outubro","Feminino","Indigena","18-29","Fundamental incompleto","Ate 1 SM","4","1350.0"
"10","Outubro","Feminino","Amarela","50-59","Fundamental completo","1 a 2 SM","1","295.0"
"10","Outubro","Masculino","Parda","40-49","Sem instrucao","Acima 4 SM","1","358.0"
"11","Novembro","Masculino","Amarela","40-49","Sem instrucao","Sem informacao","3","800.0"
"9","Setembro","Feminino","Amarela","50-59","Fundamental incompleto","Ate 1 SM","4","930.0"
"9","Setembro","Feminino","Indigena","18-29","Sem instrucao","Sem informacao","1","230.0"
"9","Setembro","Feminino","Amarela","30-39","Pos-graduacao","1 a 2 SM","4","1627.0"
"9","Setembro","Masculino","Preta","18-29","Pos-graduacao","Ate 1 SM","1","479.0"
"11","Novembro","Feminino","Preta","0-17","Fundamental incompleto","Ate 1 SM","3","5031.0"
"11","Novembro","Masculino","Preta","40-49","Fundamental completo","Acima 4 SM","3","1718.0"
"9","Setembro","Feminino","Amarela","50-59","Fundamental completo","Ate 1 SM","1","156.0"
"9","Setembro","Masculino","Indigena","30-39","Sem instrucao","Ate 1 SM","2","882.0"
"9","Setembro","Masculino","Amarela","60+","Superior incompleto","Acima 4 SM","1","1787.0"
"11","Novembro","Feminino","Indigena","40-49","Fundamental incompleto","1 a 2 SM","2","867.0"
"9","Setembro","Masculino","Indigena","40-49","Medio incompleto","2 a 4 SM","1","2113.0"
"11","Novembro","Feminino","Preta","50-59","Fundamental incompleto","Acima 4 SM","1","467.0"
"10","Outubro","Masculino","Amarela","30-39","Pos-graduacao","Sem informacao","1","1236.0"
"10","Outubro","Masculino",,"18-29","Sem instrucao","Ate 1 SM","1","339.0"
"9","Setembro","Masculino","Branca","18-29","Sem instrucao","1 a 2 SM","2","418.0"
"10","Outubro","Masculino","Amarela","40-49","Pos-graduacao","Sem informacao","2","1038.0"
"10","Outubro","Feminino","Parda","60+","Sem instrucao","2 a 4 SM","2","1087.0"
"10","Outubro","Masculino","Amarela","50-59","Fundamental incompleto","2 a 4 SM","2","613.0"
"9","Setembro","Feminino",,"30-39","Pos-graduacao","1 a 2 SM","1","321.0"
"9","Setembro","Masculino","Indigena","40-49","Fundamental completo","2 a 4 SM","1","812.0"
"9","Setembro","Masculino","Branca","0-17","Superior incompleto","1 a 2 SM","3","1304.0"
"9","Setembro","Masculino",,"50-59","Medio incompleto","Ate 1 SM","1","301.0"
"9","Setembro","Feminino","Indigena","18-29","Pos-graduacao","2 a 4 SM","1","586.0"
"10","Outubro","Masculino","Amarela","30-39","Fundamental incompleto","Acima 4 SM","2","1115.0"
"9","Setembro","Masculino","Preta","60+","Sem instrucao","Acima 4 SM","1","313.0"
"9","Setembro","Masculino","Indigena","18-29","Superior incompleto","2 a 4 SM","1","710.0"
"10","Outubro","Masculino","Parda","0-17","Sem instrucao","1 a 2 SM","1","973.0"
"10","Outubro","Feminino","Amarela","40-49","Superior completo","Ate 1 SM","1","1120.0"
"10","Outubro","Masculino","Amarela","18-29","Fundamental completo","2 a 4 SM","3","1690.0"
"9","Setembro","Feminino","Parda","18-29","Fundamental incompleto","2 a 4 SM","1","474.0"
"11","Novembro","Feminino",,"0-17","Medio incompleto","Sem informacao","1","318.0"
"9","Setembro","Feminino","Indigena","40-49","Superior completo","Ate 1 SM","3","1070.0"
"11","Novembro","Masculino",,"18-29","Fundamental completo","Ate 1 SM","1","367.0"
"9","Setembro","Feminino","Indigena","18-29","Superior incompleto","Ate 1 SM","1","343.0"
"11","Novembro","Masculino","Parda","60+","Sem instrucao","Acima 4 SM","3","993.0"
"10","Outubro","Feminino","Preta","30-39","Fundamental completo","Acima 4 SM","1","849.0"
"10","Outubro","Masculino","Branca","18-29","Sem instrucao","1 a 2 SM","2","749.0"
"11","Novembro","Masculino","Parda","0-17","Superior incompleto","1 a 2 SM","1","218.0"
"9","Setembro","Feminino","Indigena","50-59","Fundamental incompleto","1 a 2 SM","1","656.0"
"10","Outubro","Masculino","Indigena","18-29","Fundamental completo","1 a 2 SM","2","625.0"
"10","Outubro","Masculino",,"40-49","Sem instrucao","1 a 2 SM","1","489.0"
"11","Novembro","Masculino","Indigena","40-49","Superior completo","Sem informacao","1","310.0"
"10","Outubro","Masculino","Amarela","40-49","Fundamental completo","2 a 4 SM","1","1117.0"
"10","Outubro","Feminino","Preta","50-59","Superior incompleto","Acima 4 SM","1","505.0"
"11","Novembro","Masculino","Amarela","30-39","Superior incompleto","1 a 2 SM","1","736.0"
"11","Novembro","Feminino","Indigena","60+","Superior incompleto","Sem informacao","2","1253.0"
"10","Outubro","Masculino","Preta","18-29","Pos-graduacao","2 a 4 SM","3","2174.0"
"10","Outubro","Feminino","Indigena","50-59","Superior completo","1 a 2 SM","3","321.0"
"10","Outubro","Feminino","Amarela","50-59","Fundamental incompleto","Acima 4 SM","1","134.0"
"10","Outubro","Feminino","Amarela","40-49","Medio incompleto","1 a 2 SM","1","490.0"
"10","Outubro","Feminino","Indigena","40-49","Sem instrucao","Sem informacao","2","956.0"
"10","Outubro","Masculino","Indigena","50-59","Superior incompleto","2 a 4 SM","1","767.0"
"10","Outubro","Masculino","Indigena","60+","Medio completo","2 a 4 SM","1","406.0"
"11","Novembro","Feminino","Indigena","30-39","Pos-graduacao","1 a 2 SM","1","392.0"
"9","Setembro","Feminino","Amarela","40-49","Superior incompleto","Sem informacao","1","1607.0"
"9","Setembro","Feminino","Amarela","40-49","Superior incompleto","1 a 2 SM","1","1133.0"
"11","Novembro","Feminino","Amarela","50-59","Medio incompleto","Acima 4 SM","1","408.0"
"11","Novembro","Feminino","Indigena","60+","Pos-graduacao","Ate 1 SM","1","322.0"
"9","Setembro","Feminino","Amarela","30-39","Sem instrucao","Sem informacao","1","1456.0"
"9","Setembro","Masculino","Preta","0-17","Medio incompleto","2 a 4 SM","1","225.0"
"9","Setembro","Feminino","Indigena","18-29","Medio incompleto","Acima 4 SM","1","464.0"
"10","Outubro","Masculino","Indigena","40-49","Pos-graduacao","1 a 2 SM","1","313.0"
"10","Outubro","Feminino","Amarela","50-59","Medio completo","Acima 4 SM","1","148.0"
"9","Setembro","Masculino","Indigena","40-49","Sem instrucao","Ate 1 SM","3","546.0"
"9","Setembro","Feminino","Indigena","50-59","Superior incompleto","1 a 2 SM","1","78.0"
"9","Setembro","Masculino","Indigena","18-29","Superior completo","Ate 1 SM","1","264.0"
